mmsi,shiptype,track_length,lat,lon,speed,course,timestamp,trajectory_id
205097000,80,248,54.8667,13.331025,6.739221572875977,69.9000015258789,2021-12-05 13:14:29+00:00,1
205097000,80,248,54.869200000000006,13.3440375,6.674916088581085,72.625,2021-12-05 13:16:29+00:00,1
205097000,80,248,54.87111666666666,13.354599999999998,6.63204578558604,72.54166666666667,2021-12-05 13:18:29+00:00,1
205097000,80,248,54.87335454545455,13.366681818181815,6.626979307694868,71.9090909090909,2021-12-05 13:20:29+00:00,1
205097000,80,248,54.87550909090909,13.378118181818182,6.617625800046054,72.08181832053445,2021-12-05 13:22:29+00:00,1
205097000,80,248,54.87777000000001,13.39007,6.595177268981933,71.73000030517578,2021-12-05 13:24:29+00:00,1
205097000,80,248,54.87993846153847,13.401630769230769,6.580931149996244,72.07692190317007,2021-12-05 13:26:29+00:00,1
205097000,80,248,54.882233333333325,13.413808333333336,6.636332829793294,71.74999936421712,2021-12-05 13:28:29+00:00,1
205097000,80,248,54.88444166666668,13.425583333333334,6.627758781115214,72.36666742960612,2021-12-05 13:30:29+00:00,1
205097000,80,248,54.88667,13.437459999999998,6.6723438739776615,71.85999908447266,2021-12-05 13:32:29+00:00,1
205097000,80,248,54.88886363636364,13.448809090909092,6.748575123873624,71.64545440673828,2021-12-05 13:34:29+00:00,1
205097000,80,248,54.89098333333334,13.460300000000002,6.730647524197896,72.4250005086263,2021-12-05 13:36:29+00:00,1
205097000,80,248,54.89340000000001,13.473316666666667,6.752082705497742,71.63333257039388,2021-12-05 13:38:29+00:00,1
205097000,80,248,54.895612500000006,13.48485,6.752082705497742,71.47500038146973,2021-12-05 13:40:29+00:00,1
205097000,80,248,54.89816666666668,13.498188888888889,6.773517926534017,72.0888900756836,2021-12-05 13:42:29+00:00,1
205097000,80,248,54.89999090909091,13.50799090909091,6.762605450370095,71.97272838245739,2021-12-05 13:44:29+00:00,1
205097000,80,248,54.90223333333333,13.51968888888889,6.762085808648004,71.38888888888889,2021-12-05 13:46:29+00:00,1
205097000,80,248,54.90465,13.53237,6.775232791900635,72.09999923706054,2021-12-05 13:48:29+00:00,1
205097000,80,248,54.90703,13.54549,6.7186438083648685,72.49999923706055,2021-12-05 13:50:29+00:00,1
205097000,80,248,54.90926666666667,13.557433333333336,6.730647484461467,71.72500038146973,2021-12-05 13:52:29+00:00,1
205097000,80,248,54.91147272727273,13.56909090909091,6.734544797377153,71.79999889026989,2021-12-05 13:54:29+00:00,1
205097000,80,248,54.91372727272728,13.580936363636368,6.762605450370095,71.69090895219283,2021-12-05 13:56:29+00:00,1
205097000,80,248,54.91603,13.593330000000003,6.744366025924682,72.34000015258789,2021-12-05 13:58:29+00:00,1
205097000,80,248,54.9185,13.606433333333332,6.779233985477024,72.3888897365994,2021-12-05 14:00:29+00:00,1
205097000,80,248,54.92066666666667,13.618133333333333,6.73350551393297,71.98888821072049,2021-12-05 14:02:29+00:00,1
205097000,80,248,54.92297,13.63041,6.718643856048584,71.55999908447265,2021-12-05 14:04:29+00:00,1
205097000,80,248,54.92530000000001,13.6424,6.698066091537475,71.68999938964843,2021-12-05 14:06:29+00:00,1
205097000,80,248,54.927400000000006,13.653358333333337,6.752082705497742,71.45000139872234,2021-12-05 14:08:29+00:00,1
205097000,80,248,54.92954000000001,13.66455,6.800955009460449,72.65999984741211,2021-12-05 14:10:29+00:00,1
205097000,80,248,54.93178333333333,13.676941666666664,6.764943838119507,72.56666628519694,2021-12-05 14:12:29+00:00,1
